Apgabals,Struktūrvienība,Party,Name,Number,Pluses,Minuses
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,1. Jaunā VIENOTĪBA,Nellija Kleinberga,15,13,13
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Jeļena Osipova,1,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Igors Glazunovs,2,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Aleksandrs Bērziņš,3,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Tamāra Šustova,4,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Romans Rodionovs,5,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Valentīna Babaka,6,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Andrejs Ostapenko,7,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Vinsenta Daņiļceva,8,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Oļegs Ivanovs,9,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Sergejs Muļivanovs,10,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"2. ""Latvijas Krievu savienība""",Vladislavs Aleksandrovs,11,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Uldis Augulis,1,25,5
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Jānis Vucāns,2,15,2
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Gundars Daudze,3,13,4
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Reinis Doniņš,4,11,2
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Agija Kaunese,5,11,5
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Rūdolfs Punkstiņš,6,11,5
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Ģirts Štekerhofs,7,14,5
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Juris Goldmanis,8,11,5
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Andris Valerts,9,9,4
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Aija Staškova-Ciemīte,10,9,5
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Ilze Buņķe,11,11,4
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Dainis Kūla,12,12,3
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Arvis Kalniņš,13,8,4
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Kristīne Vāgnere-Davidova,14,12,6
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,3. Zaļo un Zemnieku savienība,Uldis Boitmanis,15,10,7
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,4. TAUTAS KALPI LATVIJAI,Normunds Zernis,1,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,4. TAUTAS KALPI LATVIJAI,Malda Šteinberga,2,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,4. TAUTAS KALPI LATVIJAI,Ilze Kronberga,3,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,4. TAUTAS KALPI LATVIJAI,Dāvids Zālītis,4,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,4. TAUTAS KALPI LATVIJAI,Anna Rungule,5,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,4. TAUTAS KALPI LATVIJAI,Lelde Povšaka,6,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,4. TAUTAS KALPI LATVIJAI,Ilona Ozola,7,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,4. TAUTAS KALPI LATVIJAI,Uģis Gertners,8,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Inga Gluzda,1,3,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Dāvids Kļaviņš,2,1,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Oskars Gertners,3,1,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Jūlija Rjazanova,4,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Jānis Blaus,5,1,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Egija Romanovska,6,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Sandra Briķe,7,1,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Juris Brigmanis-Briģis,8,1,2
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Sergejs Borisjuks,9,0,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Gita Priede,10,0,2
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"5. ""SUVERĒNĀ VARA""",Vilnis Kurpe,11,1,2
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"6. ""Kristīgi Progresīvā Partija""",Aivars Ošenieks,1,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"6. ""Kristīgi Progresīvā Partija""",Elita Višņevska,2,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"6. ""Kristīgi Progresīvā Partija""",Laima Ošeniece,3,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"6. ""Kristīgi Progresīvā Partija""",Romans Moisejevs,4,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"6. ""Kristīgi Progresīvā Partija""",Andis Mārtiņš Ošenieks,5,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Valērijs Agešins,1,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Helēna Geriloviča,2,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Pāvels Sereda,3,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Gaļina Skorobogatova,4,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Pāvels Goroškovs,5,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Kristīna Jablonska,6,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Sergejs Dikterjovs,7,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Indulis Jankovskis,8,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Vitalijs Trusevičs,9,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galaveckis,10,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Žeigure,11,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Artūrs Stepčenko,12,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Kristīne Kleinšmite,13,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Gražina Tētiņa,14,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"7. ""Saskaņa"" sociāldemokrātiskā partija",Anna Vaisjūna,15,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"8. Politiskā partija ""Stabilitātei!""",Sanita Petere,1,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"8. Politiskā partija ""Stabilitātei!""",Vjačeslavs Ciganovs,2,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"8. Politiskā partija ""Stabilitātei!""",Jānis Gaisiņš,3,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"8. Politiskā partija ""Stabilitātei!""",Svetlana Jakovicka,4,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"8. Politiskā partija ""Stabilitātei!""",Katerina Guzejeva,5,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Vladislavs Valentins,1,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Astra Andersone,2,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Emīlija Seklīte,3,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Eduards Rēdlihs,4,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Kaspars Feldmanis,5,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Jānis Mežciems,6,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Dainis Grosbahs,7,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Aija Šmite,8,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Anita Purgale,9,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Edgars Spridzāns,10,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Toms Gailišs,11,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Austris Kukulis,12,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Stevens Muižnieks,13,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Neviens Neviens,14,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"9. Politiskā partija ""Tautas varas spēks""",Rainelda Greize,15,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"10. Partija ""Vienoti Latvijai""",Madara Gobziņa,1,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"10. Partija ""Vienoti Latvijai""",Iveta Kleinberga-Rupaine,2,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"10. Partija ""Vienoti Latvijai""",Edgars Auziņš,3,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"10. Partija ""Vienoti Latvijai""",Mārtiņš Zeidaks,4,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilze Indriksone,1,18,7
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Artūrs Butāns,2,52,6
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Zariņš,3,8,8
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīna Ansone,4,5,6
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Jankovskis,5,23,7
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Dzintars,6,14,6
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Āboliņš,7,2,7
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edgars Kronbergs,8,1,8
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rimants Ziedonis,9,6,9
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marita Lapa,10,1,8
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Rušmanis,11,3,10
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ina Sila,12,4,11
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Megija Paula Bērziņa,13,3,8
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Baiba Rītere,14,1,10
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Vārpiņš,15,2,8
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Ramona Petraviča,1,8,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Natālija Magazeina,2,4,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Māris Šveiduks,3,5,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Sergejs Semenčukovs,4,4,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Edvīns Krūmiņš,5,3,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Egīls Ceiziņš,6,3,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Liene Zāģere,7,4,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Kristīne Ķēniņa,8,4,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Dana Šlesere,9,7,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Anželika Molotanova,10,3,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Aivars Molotanovs,11,3,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Eduards Zivtiņš,12,3,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Aljeta Erdmane,13,3,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Andris Baumanis,14,3,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,12. LATVIJA PIRMAJĀ VIETĀ,Gatis Rozenfelds,15,5,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Krišjānis Feldmans,1,6,1
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Uldis Budriķis,2,2,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Santa Suhaka,3,2,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Bruno Jurševics,4,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Romāns Ernsons,5,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Juris Orinskis,6,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Ivo Tikums,7,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Maira Kutuļska,8,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Evita Pētersone,9,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Anželika Jurševica,10,2,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Andris Saulītis,11,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Elena Blumberga,12,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Kristers Andersons,13,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Mārtiņš Štāls,14,1,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,13. Konservatīvie,Sandis Pūce,15,0,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"14. Politiskā partija ""KATRAM UN KATRAI""",Agris Freifalts,1,2,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"14. Politiskā partija ""KATRAM UN KATRAI""",Lāsma Skrābe,2,2,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"14. Politiskā partija ""KATRAM UN KATRAI""",Aiva Daukša,3,2,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"14. Politiskā partija ""KATRAM UN KATRAI""",Normunds Skrābe,4,2,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"14. Politiskā partija ""KATRAM UN KATRAI""",Evija Kārkliņa,5,2,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"14. Politiskā partija ""KATRAM UN KATRAI""",Jana Sietiņa,6,2,0
Kurzeme,577. SAKAS PAGASTA UN PĀVILOSTAS PILSĒTAS APVIENĪBAS PĀRVALDE,"14. Politiskā partija ""KATRAM UN KATRAI""",Laura Kontrauska,7,3,0
